ticket_key,snapshot_id,event_id,game,tip_et,player,market,recommended_side,point,tier,selected_book,selected_price_american,play_to_american,model_p_hit,best_ev,actual_stat_value,result,graded_price_american,stake_units,pnl_units,graded_at_utc,grading_notes
d462ca95e613fe39,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Josh Hart,player_rebounds,over,7.5,A,fanduel,-115,-166,0.642855412424683,0.20186,,,,,,,
115c4025b49f00eb,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,C.J. McCollum,player_rebounds,over,2.5,A,draftkings,-136,-205,0.6925433482810165,0.201766,,,,,,,
5517e6d58694a67f,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Immanuel Quickley,player_points,over,15.5,A,draftkings,-107,-152,0.6211039625828245,0.201575,,,,,,,
ca664bd6506b03e0,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Scottie Barnes,player_points,over,18.5,B,fanduel,102,-131,0.5945102720259846,0.200911,,,,,,,
067b077ed438bfbd,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Mitchell Robinson,player_points_rebounds_assists,over,14.5,B,draftkings,-125,-174,0.6671045685279189,0.200788,,,,,,,
42501e0e78ce5dc2,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Ausar Thompson,player_rebounds,over,6.5,B,draftkings,116,-112,0.5551052649619524,0.199027,,,,,,,
3a941810647137e5,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,LaMelo Ball,player_assists,over,7.5,A,draftkings,-126,-185,0.6684238883060285,0.198919,,,,,,,
c0a83ccceae9f95d,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Paul Reed Jr,player_rebounds,over,9.5,A,draftkings,104,-133,0.5876432777232581,0.198792,,,,,,,
1f896559c9bf6b34,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Jamal Shead,player_assists,over,4.5,A,draftkings,106,-129,0.5810141684238862,0.196889,,,,,,,
b62c0a2581ef449e,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Caris LeVert,player_assists,over,2.5,B,draftkings,-107,-143,0.6182800575807955,0.196112,,,,,,,
d9dfbbd41ce444a8,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Will Riley,player_threes,over,1.5,A,fanduel,120,-112,0.5434750337381916,0.195645,,,,,,,
e3c84dedd54ba6f9,daily-20260211T230026Z,8cdd1f682ca6ed36e908ecf3b00f01bc,Indiana Pacers @ Brooklyn Nets,07:40 PM ET,Jarace Walker,player_rebounds,over,5.5,A,fanduel,-140,-210,0.6972370190511766,0.195263,,,,,,,
316caaa64e6597a5,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,VJ Edgecombe,player_rebounds,over,4.5,B,draftkings,-124,-170,0.6616600227235839,0.195257,,,,,,,
df108beb3847bcd4,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Justin Champagnie,player_rebounds,over,7.5,B,fanduel,114,-114,0.558312857245183,0.19479,,,,,,,
e1d978fc3e029b66,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_points,over,12.5,B,draftkings,-103,-136,0.6058356355194429,0.194026,,,,,,,
bb5fd68073678c25,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,R.J. Barrett,player_points_rebounds_assists,over,25.5,B,draftkings,-120,-163,0.6510214574898786,0.193539,,,,,,,
76efb8d2748be57f,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Donovan Mitchell,player_assists,over,5.5,A,draftkings,-121,-173,0.6526600704739806,0.192049,,,,,,,
d4ee0724af7ee752,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Sam Merrill,player_threes,over,2.5,A,fanduel,-130,-189,0.6737259201252936,0.191977,,,,,,,
a0867de5eaad3ab7,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Dominick Barlow,player_rebounds,over,4.5,B,draftkings,-128,-175,0.6686688606776098,0.191066,,,,,,,
d022061224600b8d,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Tre Johnson,player_assists,over,2.5,B,draftkings,104,-125,0.5834754646840148,0.19029,,,,,,,
9c68486cf8e38785,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Tobias Harris,player_rebounds,over,5.5,A,fanduel,102,-134,0.5892478655173823,0.190281,,,,,,,
c3abe46877efffd0,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Mitchell Robinson,player_points,over,4.5,A,fanduel,-122,-174,0.653959379689845,0.189992,,,,,,,
94fb8a4deff7a91c,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Jarrett Allen,player_rebounds,over,10.5,A,fanduel,108,-125,0.5721029468786352,0.189974,,,,,,,
d1f729c99f0f6c7a,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Nickeil Alexander-Walker,player_assists,over,3.5,A,fanduel,-146,-218,0.705987142754817,0.18954,,,,,,,
9373ba4fd52ffa75,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Grant Williams,player_rebounds,over,5.5,A,fanduel,-113,-158,0.6309413164579526,0.189296,,,,,,,
747174e6baef7344,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Jalen Johnson,player_rebounds,over,9.5,A,draftkings,-133,-193,0.6786883661916846,0.18898,,,,,,,
407b28e0b86125d5,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Jamal Shead,player_points,over,5.5,B,draftkings,-108,-143,0.6172023956080519,0.188686,,,,,,,
86f05dfccea4d700,daily-20260211T230026Z,8cdd1f682ca6ed36e908ecf3b00f01bc,Indiana Pacers @ Brooklyn Nets,07:40 PM ET,Ben Sheppard,player_threes,over,1.5,A,draftkings,-162,-249,0.7348822517990194,0.188513,,,,,,,
3c1e55d67ed603cf,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Tre Johnson,player_threes,over,2.5,A,fanduel,110,-122,0.5659283819628648,0.18845,,,,,,,
99219b9501087437,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Bilal Coulibaly,player_assists,over,2.5,B,draftkings,102,-127,0.588260141079496,0.188285,,,,,,,
8ad8cb94692e929f,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Jalen Brunson,player_assists,over,5.5,B,fanduel,-148,-208,0.7087341600901916,0.187609,,,,,,,
bd623f08bedaddeb,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Nickeil Alexander-Walker,player_threes,over,2.5,A,draftkings,-159,-242,0.728500796330509,0.186677,,,,,,,
1599b72016fd6686,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Bilal Coulibaly,player_rebounds,over,4.5,A,fanduel,100,-135,0.5914842105263157,0.182968,,,,,,,
5f454adcb23d91f1,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Kelly Oubre Jr,player_threes,over,1.5,B,draftkings,-154,-215,0.7171594069842564,0.182847,,,,,,,
f9a173111491826f,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,James Harden,player_threes,over,2.5,A,fanduel,-118,-164,0.6401610067229787,0.18267,,,,,,,
4b3ae79dd5ef3b83,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_assists,over,2.5,B,draftkings,137,110,0.49899137146639994,0.18261,,,,,,,
06b0452df63f5f0d,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Duncan Robinson,player_assists,over,1.5,B,draftkings,-119,-158,0.6425942166821806,0.182589,,,,,,,
2e348baf5baeb656,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,James Harden,player_assists,over,7.5,A,fanduel,-128,-181,0.6637837617962903,0.182365,,,,,,,
9ca2eaf3538a9777,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Zaccharie Risacher,player_rebounds,over,2.5,A,draftkings,-149,-218,0.7062229047978584,0.180198,,,,,,,
466d55123e8d91ab,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Immanuel Quickley,player_rebounds,over,4.5,B,fanduel,134,108,0.5041736330209939,0.179766,,,,,,,
0475507752207eaa,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Sion James,player_assists,over,2.5,B,draftkings,-105,-135,0.6040954314720812,0.179424,,,,,,,
fb25cbfc0e35f7a3,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Dyson Daniels,player_assists,over,5.5,B,draftkings,-150,-207,0.7075184372256365,0.179197,,,,,,,
8150eaefff2f9d68,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Brandon Ingram,player_assists,over,3.5,A,draftkings,121,-107,0.5331226139294927,0.178201,,,,,,,
a314c87e554d08e5,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Kon Knueppel,player_threes,over,3.5,A,draftkings,-102,-137,0.5948358742837299,0.178008,,,,,,,
2a95d26393e84a13,daily-20260211T230026Z,8cdd1f682ca6ed36e908ecf3b00f01bc,Indiana Pacers @ Brooklyn Nets,07:40 PM ET,Ben Sheppard,player_rebounds,over,3.5,B,fanduel,-166,-233,0.7348794380981784,0.177578,,,,,,,
481fe0775c8ef7c1,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Dyson Daniels,player_rebounds,over,5.5,B,draftkings,-125,-165,0.6538045685279189,0.176848,,,,,,,
434230e6576ccc82,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Cade Cunningham,player_threes,over,1.5,A,fanduel,-154,-225,0.7134290025256667,0.176695,,,,,,,
1673305c95e4f117,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,R.J. Barrett,player_rebounds,over,5.5,A,draftkings,117,-111,0.5407880285018358,0.17351,,,,,,,
e37f54484e76ef0b,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_points,over,11.5,B,fanduel,-125,-163,0.6514589211618258,0.172626,,,,,,,
ff7acda25d6d5961,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Ja'Kobe Walter,player_rebounds,over,2.5,A,draftkings,109,-120,0.5610226993865031,0.172537,,,,,,,
06bf7ecdfc199c02,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Scottie Barnes,player_points,over,17.5,B,draftkings,-126,-165,0.6535594617046021,0.172257,,,,,,,
7871dd6a3b24d778,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Mitchell Robinson,player_rebounds,over,9.5,B,fanduel,106,-118,0.5690225666460013,0.172186,,,,,,,
0243886e6977a0c7,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Duncan Robinson,player_rebounds,over,2.5,B,draftkings,-105,-133,0.6003135593220339,0.172041,,,,,,,
007405fc7dd5298f,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Kelly Oubre Jr,player_rebounds,over,4.5,B,draftkings,-159,-217,0.7190811219056669,0.171333,,,,,,,
bec32695b51261e0,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Onyeka Okongwu,player_threes,over,1.5,A,fanduel,-164,-240,0.7271550037622272,0.170542,,,,,,,
edc18da0a5e8c4b6,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,R.J. Barrett,player_assists,over,3.5,A,fanduel,118,-109,0.5364755632582322,0.169517,,,,,,,
d9e0a8eea5cf07f4,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Immanuel Quickley,player_threes,over,2.5,A,fanduel,126,-101,0.5170355512585891,0.1685,,,,,,,
67de8e41b45234c8,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Duncan Robinson,player_threes,over,2.5,A,draftkings,-138,-192,0.6767012037178122,0.167064,,,,,,,
f880dcf327a3facd,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Mikal Bridges,player_threes,over,1.5,A,fanduel,-156,-222,0.7098747168311584,0.164923,,,,,,,
74df4c1323c7a7c8,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Jaylon Tyson,player_rebounds,over,5.5,A,draftkings,-124,-167,0.6444042320013489,0.164085,,,,,,,
0cd372766d3bc9e5,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Sam Merrill,player_rebounds,over,2.5,B,draftkings,-105,-131,0.5961954314720812,0.164001,,,,,,,
9d4e18248c5739ff,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,James Harden,player_rebounds,over,4.5,A,fanduel,-118,-156,0.6268976043919481,0.158167,,,,,,,
5cfaac585cd3190f,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Jalen Brunson,player_rebounds,over,2.5,B,draftkings,-174,-233,0.734379376696966,0.156436,,,,,,,
e84a0f7c03f04f9b,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Tre Johnson,player_rebounds,over,2.5,B,draftkings,-117,-146,0.6228908202329559,0.155276,,,,,,,
aec845a71776e8a4,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Daniss Jenkins,player_assists,over,2.5,B,draftkings,-158,-206,0.7073618257673587,0.155059,,,,,,,
52bed3ebc6bc8a08,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,LaMelo Ball,player_threes,over,3.5,A,fanduel,-130,-173,0.6525677058353319,0.154543,,,,,,,
a868ce5d9549938b,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Matas Buzelis,player_points,over,16.5,A,fanduel,100,-127,0.5761428571428571,0.152286,,,,,,,
71c2b12685c58358,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Scottie Barnes,player_rebounds,over,8.5,A,draftkings,-102,-130,0.581619794344473,0.151835,,,,,,,
840c4e907354f779,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Will Riley,player_rebounds,over,3.5,B,draftkings,-120,-149,0.6279214574898786,0.151189,,,,,,,
72a9eb1f69cd0e2f,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_rebounds,over,6.5,B,draftkings,111,-108,0.5448952351730859,0.149729,,,,,,,
a32d3923d6fefb32,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Ryan Kalkbrenner,player_rebounds,over,6.5,A,fanduel,-138,-183,0.6665012037178121,0.149473,,,,,,,
b18930f69c671774,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaden Ivey,player_points,over,11.5,A,fanduel,-108,-137,0.5951207746794585,0.146159,,,,,,,
7a23ea822a6f651e,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_points,over,17.5,A,draftkings,-109,-138,0.59736262553802,0.145402,,,,,,,
e865c03aaaa2454a,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Kon Knueppel,player_rebounds,over,5.5,A,fanduel,-150,-200,0.6865244367417677,0.144207,,,,,,,
ea9d6941c6f6a604,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Ausar Thompson,player_rebounds,over,5.5,B,fanduel,-156,-197,0.6964767565413734,0.142936,,,,,,,
1af745aa894f0c43,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Matas Buzelis,player_points_rebounds_assists,over,24.5,B,fanduel,-108,-130,0.592602395608052,0.141308,,,,,,,
960870f099588f39,daily-20260211T230026Z,fa53065fb88985857fe9cfe5372477dc,New York Knicks @ Philadelphia 76ers,07:30 PM ET,Mitchell Robinson,player_rebounds,over,8.5,B,draftkings,-122,-148,0.627103623898139,0.141123,,,,,,,
c96c9c98d9600984,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Justin Champagnie,player_rebounds,over,6.5,B,draftkings,-138,-170,0.6608984833941255,0.13981,,,,,,,
b1c3a1923582a9a2,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Jaylon Tyson,player_threes,over,1.5,A,draftkings,-180,-246,0.7327199552822806,0.139787,,,,,,,
6142a5d7df156018,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Jarrett Allen,player_assists,over,1.5,B,draftkings,-172,-218,0.720070401437987,0.138716,,,,,,,
09689987c4e8cbbe,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Collin Sexton,player_points,over,16.5,A,draftkings,-105,-131,0.5831657638136512,0.138562,,,,,,,
2c491eb9fb14eeef,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Collin Sexton,player_points_rebounds_assists,over,24.5,B,fanduel,-111,-133,0.5988445875753168,0.138344,,,,,,,
2c365ae56a5ce9d4,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaden Ivey,player_assists,over,3.5,A,draftkings,113,-108,0.5337384099427895,0.136863,,,,,,,
621aa2485ed40210,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Brandon Ingram,player_rebounds,over,5.5,A,fanduel,-113,-141,0.6030058838394474,0.136639,,,,,,,
7bec1d574c3e13a9,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaden Ivey,player_points_rebounds_assists,over,18.5,B,fanduel,-113,-135,0.603,0.136628,,,,,,,
735074db9c07a9f0,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Grant Williams,player_threes,over,1.5,A,fanduel,-142,-183,0.6665606364172068,0.13597,,,,,,,
b63ff6cd8e371c07,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,R.J. Barrett,player_threes,over,1.5,A,fanduel,-113,-141,0.6017413164579527,0.134256,,,,,,,
440c260c70fee17f,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_points_rebounds_assists,over,24.5,B,fanduel,-122,-145,0.6217593796898448,0.131398,,,,,,,
a0989c7204bc673e,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Kyshawn George,player_threes,over,1.5,A,fanduel,-170,-223,0.7106873315363883,0.128739,,,,,,,
4b38ddc343e9175d,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Immanuel Quickley,player_assists,over,4.5,A,fanduel,-148,-189,0.6730626335507147,0.127835,,,,,,,
9aabf53167bfa373,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Dennis Schroder,player_threes,over,0.5,B,draftkings,-188,-234,0.7353779888810925,0.126536,,,,,,,
404f98b8b52e6068,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_threes,over,3.5,A,fanduel,134,114,0.48127363302099396,0.12618,,,,,,,
7170356b99425df0,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Brandon Ingram,player_threes,over,1.5,A,fanduel,-120,-147,0.6135835212489159,0.124903,,,,,,,
50552a35dcb046fb,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Caris LeVert,player_rebounds,over,1.5,B,draftkings,-191,-236,0.7371081580894008,0.123029,,,,,,,
9f6f2dc7929c508c,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Matas Buzelis,player_threes,over,2.5,A,draftkings,128,109,0.4918449962377727,0.121407,,,,,,,
c8ac725d37fee88e,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Patrick Williams,player_points,over,8.5,A,draftkings,-120,-146,0.610891891891892,0.119968,,,,,,,
86c3006d36eac03e,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_points,over,14.5,A,fanduel,102,-116,0.5530122788474795,0.117085,,,,,,,
edb8bb7e1c925304,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_threes,over,1.5,A,fanduel,-113,-135,0.5916457625700661,0.115226,,,,,,,
342ec418ac3411e5,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Alperen Sengun,player_points,over,19.5,A,fanduel,102,-115,0.5519531945965681,0.114945,,,,,,,
3b9d9b22e690d1e4,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Scottie Barnes,player_assists,over,4.5,A,draftkings,-159,-198,0.6843365915192289,0.114737,,,,,,,
572f3abab7430cb4,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Sandro Mamukelashvili,player_rebounds,over,5.5,B,fanduel,-150,-175,0.6676244367417677,0.112707,,,,,,,
9d526f1971d8aefb,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaden Ivey,player_rebounds,over,3.5,A,fanduel,-102,-120,0.5617596941561989,0.112504,,,,,,,
