ticket_key,snapshot_id,event_id,game,tip_et,player,market,recommended_side,point,tier,selected_book,selected_price_american,play_to_american,model_p_hit,best_ev,actual_stat_value,result,graded_price_american,stake_units,pnl_units,graded_at_utc,grading_notes
e3fe1761e05d5fb7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kobe Sanders,player_points,over,5.5,A,fanduel,104,-112,0.5434354377397977,0.108608,,,,,,,
edfea872cacdbc4d,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Sion James,player_threes,over,0.5,B,draftkings,-197,-232,0.7341257599674118,0.106778,,,,,,,
46a6c7d6374b6c28,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_assists,over,3.5,A,draftkings,-132,-157,0.6290592442854923,0.105619,,,,,,,
1b34e94c8f7eff60,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_points,over,8.5,A,draftkings,-106,-123,0.5682,0.104238,,,,,,,
e15e2ce4a2967b68,daily-20260211T230026Z,1e29ea38e9c7789166418c9a3544bff9,Washington Wizards @ Cleveland Cavaliers,07:10 PM ET,Justin Champagnie,player_threes,over,0.5,B,draftkings,-233,-278,0.7722028576722737,0.10362,,,,,,,
015b8e9e02f0f767,daily-20260211T230026Z,7c66ba90233d458cdf37f776c8a9f406,Atlanta Hawks @ Charlotte Hornets,07:10 PM ET,Josh Green,player_threes,over,0.5,B,draftkings,-210,-247,0.7473653524773449,0.103254,,,,,,,
aafed4eab54393f2,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kris Dunn,player_points_rebounds_assists,over,15.5,A,draftkings,-104,-120,0.5617965080750763,0.101985,,,,,,,
916f13eb3c45dbd0,daily-20260211T230026Z,c09c552bcc0d68d3e96c860980ae1563,Detroit Pistons @ Toronto Raptors,07:30 PM ET,Immanuel Quickley,player_rebounds,over,3.5,B,draftkings,-157,-179,0.67315837591332,0.101922,,,,,,,
eea5a351d1fae477,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Amen Thompson,player_points_rebounds_assists,over,28.5,A,fanduel,-102,-117,0.5554715542521994,0.100052,,,,,,,
3657738155e82a2d,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_rebounds,over,3.5,A,draftkings,110,-103,0.523812022327179,0.100005,,,,,,,
bebeb75371d0d1a7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kawhi Leonard,player_rebounds,over,6.5,A,fanduel,126,112,0.4864185898581282,0.099306,,,,,,,
0594549fd8db99c6,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_rebounds,over,3.5,B,draftkings,125,115,0.4885029469548134,0.099132,,,,,,,
0e01f9bb0595fd67,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kawhi Leonard,player_points_rebounds_assists,over,37.5,A,fanduel,-108,-124,0.5705303165053623,0.098799,,,,,,,
40a92add59629013,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kevin Durant,player_threes,over,2.5,A,fanduel,132,118,0.4729769251124636,0.097306,,,,,,,
6ddc47a5343ad2e7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_threes,over,2.5,A,fanduel,132,118,0.4729769251124636,0.097306,,,,,,,
dc36e28dc6649d66,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kobe Sanders,player_points_rebounds_assists,over,10.5,A,draftkings,102,-111,0.5423958566261098,0.09564,,,,,,,
627c1a086c811a97,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Yanic Konan Niederhauser,player_points,over,5.5,A,fanduel,100,-113,0.5474122538293217,0.094825,,,,,,,
eccfc29b33091e23,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Patrick Williams,player_rebounds,over,3.5,A,draftkings,-114,-130,0.5829861135524698,0.094377,,,,,,,
edc165bf3782f4c5,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Amen Thompson,player_points,over,15.5,A,fanduel,-115,-131,0.5850539325842696,0.093796,,,,,,,
9428e1cc0442dcad,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_threes,over,1.5,A,draftkings,105,-107,0.5331828064337215,0.093025,,,,,,,
7bc93dc345e30baa,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_threes,over,1.5,A,fanduel,162,147,0.41658130667286675,0.091443,,,,,,,
4d9ca93bc978bf85,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Collin Sexton,player_assists,over,4.5,A,fanduel,-136,-157,0.62872265565244,0.091019,,,,,,,
6499e9bed1ef427e,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_points_rebounds_assists,over,14.5,B,fanduel,100,-108,0.5448743801652892,0.089749,,,,,,,
b747e4311b391660,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Tari Eason,player_points_rebounds_assists,over,19.5,B,fanduel,-102,-110,0.5499410788381742,0.089099,,,,,,,
7563851c7a1e2c17,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Clint Capela,player_points,over,4.5,B,draftkings,113,105,0.5112563625798955,0.088976,,,,,,,
dea03c9e4f0c059e,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_rebounds,over,2.5,A,fanduel,106,-105,0.5276403929848753,0.086939,,,,,,,
3ed8cda6612c2153,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Matas Buzelis,player_rebounds,over,5.5,A,fanduel,-113,-127,0.5762704018448136,0.086244,,,,,,,
83cf53734c3f619b,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_points_rebounds_assists,over,22.5,B,fanduel,-108,-116,0.5634023956080518,0.085071,,,,,,,
8d894b766c267044,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaden Ivey,player_threes,over,1.5,A,draftkings,-151,-173,0.6520275609259385,0.083834,,,,,,,
a0ff668d4784d93f,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kevin Durant,player_points_rebounds_assists,over,33.5,A,draftkings,-122,-137,0.5949470140416173,0.082609,,,,,,,
5a8e2ec388b8b490,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kris Dunn,player_points,over,7.5,A,fanduel,-108,-120,0.5617930292157868,0.081972,,,,,,,
5406d245f80423c5,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kawhi Leonard,player_points,over,26.5,A,fanduel,-113,-126,0.5735754192827041,0.081164,,,,,,,
0c5cc69ee5b04c44,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Collin Sexton,player_threes,over,1.5,A,fanduel,-128,-143,0.6069256198347108,0.081086,,,,,,,
422f2ecdf0bacf4a,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kobe Sanders,player_rebounds,over,2.5,A,draftkings,110,100,0.5147371980676329,0.080948,,,,,,,
38b7ad1efd3e0a8c,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_points_rebounds_assists,over,23.5,B,draftkings,-105,-111,0.5534954314720811,0.080634,,,,,,,
cc1d45766f540577,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_points_rebounds_assists,over,21.5,B,fanduel,-115,-122,0.5779554124246831,0.080525,,,,,,,
dedf612ea19530cb,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_points_rebounds_assists,over,13.5,B,draftkings,-108,-115,0.5605444326617178,0.079567,,,,,,,
750d730458d3c9ed,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_points_rebounds_assists,over,22.5,B,draftkings,-107,-113,0.5575800575807954,0.078683,,,,,,,
47d8ba1bfffd30f8,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_points_rebounds_assists,over,16.5,B,fanduel,-120,-127,0.5883711906744379,0.078681,,,,,,,
844f94d3882bcfad,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_points,over,14.5,B,draftkings,-103,-109,0.5464356355194429,0.076956,,,,,,,
554c27546515576c,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_points,over,12.5,B,draftkings,-103,-109,0.5464356355194429,0.076956,,,,,,,
845fb47dd27c038d,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kawhi Leonard,player_assists,over,4.5,A,fanduel,120,111,0.48914079126875853,0.07611,,,,,,,
44bdad11ae66b39e,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Alperen Sengun,player_points_rebounds_assists,over,33.5,B,fanduel,-125,-132,0.5976589211618257,0.075786,,,,,,,
d7c3a6233a9882d8,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Amen Thompson,player_assists,over,5.5,B,fanduel,122,117,0.48442324345862664,0.07542,,,,,,,
22cc9e55b241595e,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_points_rebounds_assists,over,17.5,B,draftkings,-115,-121,0.5748179153094463,0.07466,,,,,,,
c1d4ac9846835acd,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Yanic Konan Niederhauser,player_rebounds,over,4.5,B,fanduel,134,129,0.45907363302099397,0.074232,,,,,,,
38119d45c68c0f0c,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Alperen Sengun,player_rebounds,over,9.5,A,fanduel,106,-102,0.5212419639179504,0.073758,,,,,,,
544246e252f67575,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Tari Eason,player_points,over,11.5,A,draftkings,-112,-123,0.5671542374299339,0.073542,,,,,,,
b06f82af9b2e6906,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_assists,over,2.5,A,fanduel,-113,-124,0.5693548712503319,0.073209,,,,,,,
feb32227df825ec3,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_threes,over,2.5,B,draftkings,141,136,0.4452628600864885,0.073083,,,,,,,
34f44635a5a84ebf,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kevin Durant,player_points,over,24.5,A,draftkings,-114,-125,0.5713375502008032,0.072511,,,,,,,
0f38e48cae100dd5,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Myles Turner,player_points,over,12.5,A,draftkings,101,-107,0.5331314117491981,0.071594,,,,,,,
b492342686eec831,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_points,over,13.5,B,fanduel,-113,-118,0.5682,0.071032,,,,,,,
1d05350398a88830,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Reed Sheppard,player_points,over,11.5,B,fanduel,-113,-118,0.5682,0.071032,,,,,,,
902822321ad4f2c7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kris Dunn,player_rebounds,over,2.5,A,draftkings,-152,-168,0.6452160583941606,0.0697,,,,,,,
c218212e0a48adb4,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kevin Durant,player_rebounds,over,5.5,B,fanduel,130,126,0.46427201210287433,0.067826,,,,,,,
a6e04adf656e2468,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,A.J. Green,player_points,over,11.5,A,fanduel,-104,-112,0.5442451287496682,0.067558,,,,,,,
599866ae642f465e,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaylen Brown,player_points_rebounds_assists,over,41.5,A,fanduel,-106,-114,0.5493129632882487,0.067533,,,,,,,
885513eb2500fba7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Alperen Sengun,player_points_rebounds_assists,over,34.5,B,draftkings,-125,-130,0.5929532258064516,0.067316,,,,,,,
53486438140f789b,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Bobby Portis,player_threes,over,1.5,A,draftkings,109,102,0.5106283198456959,0.067213,,,,,,,
ecc1eb759855e847,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Jabari Smith Jr,player_rebounds,over,6.5,A,fanduel,-130,-141,0.6020615900572105,0.065186,,,,,,,
afdb66169fe76450,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kris Dunn,player_assists,over,4.5,A,draftkings,-109,-117,0.5551295981551863,0.064423,,,,,,,
39c2b1b1423780f0,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Clint Capela,player_points,over,3.5,B,fanduel,-128,-132,0.5971256198347108,0.06363,,,,,,,
e148d553a532ed3a,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Josh Okogie,player_points,over,5.5,B,draftkings,-128,-132,0.5971256198347108,0.06363,,,,,,,
bda95480d514ba8a,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Collin Sexton,player_rebounds,over,2.5,B,draftkings,-134,-138,0.6083398589205041,0.062325,,,,,,,
2c52a0abb7af13e2,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kevin Porter Jr.,player_points_rebounds_assists,over,34.5,A,draftkings,-111,-119,0.5588,0.062223,,,,,,,
d1d66b2f3238a299,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kawhi Leonard,player_threes,over,2.5,A,draftkings,104,-102,0.520658804523425,0.062144,,,,,,,
662e97f81d7f5eed,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Nikola Vucevic,player_points,over,14.5,A,fanduel,102,-104,0.5254399295260195,0.061389,,,,,,,
061677afe38b9e46,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Matas Buzelis,player_assists,over,1.5,B,draftkings,-183,-189,0.6861457956411614,0.061089,,,,,,,
2a6736902cad09e3,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Anfernee Simons,player_rebounds,over,2.5,B,fanduel,-174,-178,0.6717896704837579,0.057876,,,,,,,
e1fc109baf1150e7,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Clint Capela,player_rebounds,over,5.5,B,draftkings,115,113,0.4918288369669069,0.057432,,,,,,,
562b2bff925a610b,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Payton Pritchard,player_points_rebounds_assists,over,27.5,A,fanduel,-104,-110,0.5390081081081082,0.057285,,,,,,,
e5a1893b60f0606a,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_assists,over,1.5,B,draftkings,102,101,0.5230601410794959,0.056581,,,,,,,
807d9548f72a421b,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Neemias Queta,player_points,over,8.5,A,fanduel,-108,-114,0.5484050921861281,0.056188,,,,,,,
ce2fc75b148194cf,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Alperen Sengun,player_assists,over,5.5,A,fanduel,-122,-129,0.5793445750755795,0.054217,,,,,,,
cd4d48f15913fed7,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kyle Kuzma,player_points_rebounds_assists,over,22.5,B,fanduel,-113,-114,0.5588,0.053313,,,,,,,
c755f2f4119b6cd0,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Brook Lopez,player_assists,over,1.5,B,draftkings,-101,-102,0.5291958197414522,0.053152,,,,,,,
8b40fa86d9d2770c,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Derrick White,player_points,over,17.5,A,fanduel,-111,-116,0.5538696834946377,0.052851,,,,,,,
3e0df0223dd08a86,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,John Collins,player_rebounds,over,5.5,A,draftkings,-129,-136,0.5929306140599102,0.052567,,,,,,,
997227524bd69bf4,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Jaylen Brown,player_points,over,29.5,A,fanduel,-106,-111,0.5409184165232358,0.051219,,,,,,,
61852a80b4a51439,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Myles Turner,player_points_rebounds_assists,over,19.5,A,fanduel,-120,-126,0.5733711906744379,0.051181,,,,,,,
e90341bf96fd35aa,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Tari Eason,player_threes,over,1.5,A,draftkings,-124,-130,0.5816237288135594,0.050675,,,,,,,
c19a5923c6f282cc,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Payton Pritchard,player_points,over,17.5,A,fanduel,-104,-108,0.5356248160191681,0.050649,,,,,,,
f3abb092e4cfa600,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kyle Kuzma,player_points,over,14.5,B,fanduel,100,-100,0.5252743801652893,0.050549,,,,,,,
afa3def97927d85e,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Bobby Portis,player_points,over,13.5,B,fanduel,-104,-104,0.5354406203101549,0.050287,,,,,,,
66c97db930f266a4,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Neemias Queta,player_points_rebounds_assists,over,17.5,B,fanduel,-120,-120,0.572791891891892,0.050118,,,,,,,
682c610b21699c29,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,A.J. Green,player_threes,over,3.5,A,fanduel,130,126,0.4563714507370054,0.049654,,,,,,,
2a0b8ad63f2f4d99,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kevin Porter Jr.,player_threes,over,1.5,A,fanduel,-118,-123,0.5675069506529932,0.048445,,,,,,,
f3f251d1aff71072,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Amen Thompson,player_rebounds,over,6.5,A,fanduel,-140,-145,0.6098691192865107,0.04549,,,,,,,
4465d91982261544,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kevin Porter Jr.,player_points,over,20.5,A,draftkings,-119,-123,0.5678188400938653,0.044978,,,,,,,
dea54c6bd36798fe,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kyle Kuzma,player_assists,over,2.5,A,draftkings,-153,-158,0.631254200934272,0.043839,,,,,,,
557fd97a95c22a93,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Jalen Suggs,player_threes,over,2.5,A,fanduel,158,155,0.40427849407738176,0.043039,,,,,,,
bcec86980dbfb989,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Sam Hauser,player_points,over,9.5,A,draftkings,-117,-120,0.5622762907608695,0.042854,,,,,,,
8876453f521fc982,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kevin Porter Jr.,player_rebounds,over,5.5,A,draftkings,104,102,0.5099432777232581,0.040284,,,,,,,
a087ca607cf4b9c4,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Derrick White,player_assists,over,5.5,A,fanduel,-125,-128,0.5778419437340153,0.040115,,,,,,,
30e559939f7ad2df,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Tari Eason,player_rebounds,over,5.5,A,fanduel,-142,-145,0.6101606364172069,0.039851,,,,,,,
5573295c3616c32c,daily-20260211T230026Z,fe5025ebf8e01fd991276b32c2720ea7,Chicago Bulls @ Boston Celtics,07:40 PM ET,Nikola Vucevic,player_threes,over,1.5,A,draftkings,154,152,0.4092844781127663,0.039583,,,,,,,
47088e9399ddeec4,daily-20260211T230026Z,eb36e00b7d03160ba917374db994fae4,Los Angeles Clippers @ Houston Rockets,08:10 PM ET,Kevin Durant,player_assists,over,3.5,A,fanduel,-160,-163,0.6389601552393274,0.03831,,,,,,,
6f275f76429991bb,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Kevin Porter Jr.,player_assists,over,7.5,A,draftkings,-140,-142,0.6049221238938054,0.037009,,,,,,,
3741a6248a73c758,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Myles Turner,player_rebounds,over,5.5,A,fanduel,106,105,0.5033842045051087,0.036971,,,,,,,
e3e8cf8f45ff70d4,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Bobby Portis,player_rebounds,over,6.5,A,fanduel,-104,-105,0.5278601887273655,0.035418,,,,,,,
193525388ef6a55a,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Paolo Banchero,player_threes,over,1.5,A,fanduel,164,163,0.3920894991922456,0.035116,,,,,,,
766099bafab5ed32,daily-20260211T230026Z,786e38c6d2a209bb12801b30f17e9ef2,Milwaukee Bucks @ Orlando Magic,07:00 PM ET,Desmond Bane,player_points,over,17.5,A,draftkings,-115,-115,0.5509932683790965,0.030118,,,,,,,
